F1,id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2019,minimum_nights,number_of_reviews,reviews_per_month,availability_2020
6076,4718031,Brooklyn,40.70659,-73.94049,Entire home/apt,132,358,4,7,0.15,0
22021,19161316,Brooklyn,40.71418,-73.96404,Entire home/apt,219,358,4,9,0.3,0
16272,13699008,Brooklyn,40.73461,-73.95724,Entire home/apt,150,359,4,3,0.17,0
25460,21633631,Brooklyn,40.71223,-73.96025,Entire home/apt,150,359,4,5,0.2,0
29296,24749018,Brooklyn,40.69192,-73.98391,Entire home/apt,250,359,4,21,1.08,0
35122,30367948,Brooklyn,40.69458,-73.99771,Entire home/apt,125,359,4,4,0.36,3
23332,20134321,Brooklyn,40.71759,-73.96641,Entire home/apt,150,359,4,10,0.36,3
28765,24156857,Brooklyn,40.68669,-73.98498,Entire home/apt,248,359,4,5,0.25,4
20031,17189941,Brooklyn,40.71501,-73.95875,Entire home/apt,450,360,4,1,0.04,0
30785,26440780,Brooklyn,40.69206,-73.98445,Entire home/apt,160,360,4,5,0.31,0
23058,19913070,Brooklyn,40.69723,-73.93769,Entire home/apt,95,360,4,41,1.43,0
31984,27628195,Brooklyn,40.69442,-73.95144,Entire home/apt,60,361,4,1,0.08,0
10887,9025421,Brooklyn,40.70288,-73.91506,Entire home/apt,89,361,4,6,0.13,0
11124,9217592,Brooklyn,40.68356,-73.96152,Entire home/apt,145,361,4,6,0.13,0
33250,28909110,Brooklyn,40.67088,-73.95128,Entire home/apt,90,361,4,27,1.91,0
10784,8937816,Brooklyn,40.70573,-73.92887,Entire home/apt,195,361,4,94,1.92,116
4258,3176655,Brooklyn,40.66488,-73.98725,Entire home/apt,225,362,4,2,0.08,0
21742,18942038,Brooklyn,40.69412,-73.91039,Entire home/apt,120,362,4,7,0.26,0
22344,19387694,Brooklyn,40.68254,-73.99207,Entire home/apt,450,362,4,13,0.43,5
30689,26334886,Brooklyn,40.66264,-73.99174,Entire home/apt,275,363,4,5,0.32,0
27969,23358593,Brooklyn,40.68969,-73.96682,Entire home/apt,100,364,4,9,0.48,1
26886,22323325,Brooklyn,40.71787,-73.9587,Entire home/apt,125,364,4,24,1.17,10
29501,24958931,Brooklyn Heights,40.69954,-73.99355,Entire home/apt,349,274,4,51,2.71,23
20014,17158871,Brooklyn Heights,40.69754,-73.99298,Entire home/apt,270,364,4,59,1.8,0
18049,15381675,Bushwick,40.6886,-73.91209,Entire home/apt,150,22,4,77,2.12,289
3311,2148025,Bushwick,40.69346,-73.90765,Entire home/apt,235,76,4,246,3.49,272
22226,19310554,Bushwick,40.68845,-73.91985,Entire home/apt,399,172,4,6,0.31,255
18691,16037703,Bushwick,40.68903,-73.91828,Entire home/apt,84,182,4,106,2.98,259
15496,13237828,Bushwick,40.69893,-73.92624,Entire home/apt,115,217,4,63,1.51,113
14519,12389574,Bushwick,40.69294,-73.92287,Entire home/apt,260,221,4,118,2.82,111
33282,28933403,Bushwick,40.70846,-73.92088,Entire home/apt,200,227,4,10,0.71,38
19714,16769229,Bushwick,40.69692,-73.90832,Entire home/apt,135,249,4,86,2.52,136
23917,20615932,Bushwick,40.69677,-73.91404,Entire home/apt,74,298,4,15,0.57,53
15863,13468830,Bushwick,40.69887,-73.93564,Entire home/apt,75,345,4,15,1.16,8
1659,796232,Bushwick,40.70308,-73.92765,Entire home/apt,115,358,4,12,0.17,0
23334,20134851,Bushwick,40.70543,-73.92306,Entire home/apt,165,361,4,12,0.44,0
28633,24000797,Canarsie,40.6302,-73.8997,Entire home/apt,119,217,4,22,1.09,0
5622,4397455,Canarsie,40.63269,-73.90358,Entire home/apt,85,321,4,75,1.28,259
21601,18824820,Canarsie,40.62929,-73.90821,Entire home/apt,115,325,4,9,0.3,0
14153,12019589,Carroll Gardens,40.6789,-74.00117,Entire home/apt,180,13,4,6,0.14,319
16426,13787558,Carroll Gardens,40.6788,-73.99559,Entire home/apt,525,14,4,6,0.15,0
5268,4118244,Carroll Gardens,40.67823,-73.99515,Entire home/apt,395,20,4,33,0.59,0
33780,29385308,Carroll Gardens,40.67787,-73.99973,Entire home/apt,130,196,4,10,0.75,101
34994,30281771,Carroll Gardens,40.67992,-73.99282,Entire home/apt,100,289,4,3,0.26,11
32846,28461152,Carroll Gardens,40.67993,-73.99442,Entire home/apt,450,327,4,8,0.6,5
7461,6124097,Chelsea,40.74089,-74.00181,Entire home/apt,250,1,4,33,0.6,0
14640,12560942,Chelsea,40.74137,-74.00399,Entire home/apt,185,18,4,60,1.41,349
7025,5621141,Chelsea,40.74406,-73.99551,Entire home/apt,240,37,4,45,0.8,325
2137,1105845,Chelsea,40.7457,-73.99775,Entire home/apt,160,51,4,5,0.06,95
18763,16103920,Chelsea,40.73992,-74.00221,Entire home/apt,200,90,4,44,1.53,324
14252,12113879,Chelsea,40.73949,-73.99801,Entire home/apt,220,172,4,103,2.38,154
3004,1947400,Chelsea,40.74328,-73.99742,Entire home/apt,200,269,4,4,0.06,126
15079,12989767,Chelsea,40.74583,-74.00451,Entire home/apt,175,281,4,43,1.03,0
34780,30128919,Chelsea,40.74079,-74.00383,Entire home/apt,250,282,4,13,1.14,37
20669,17905479,Chelsea,40.74123,-73.99522,Entire home/apt,200,289,4,50,1.55,0
27393,22715506,Chelsea,40.74907,-74.00374,Entire home/apt,375,326,4,37,1.76,157
24797,21227009,Chelsea,40.7456,-73.99771,Entire home/apt,250,355,4,1,0.04,0
29472,24932195,Chelsea,40.74175,-73.99946,Entire home/apt,220,355,4,11,0.6,0
4411,3339205,Chelsea,40.74259,-74.00128,Entire home/apt,160,360,4,11,0.17,4
22586,19590073,Chinatown,40.71885,-73.99514,Entire home/apt,180,291,4,24,0.87,15
28202,23611312,Chinatown,40.7115,-73.9952,Entire home/apt,300,357,4,35,1.88,165
13068,10545027,Clinton Hill,40.68895,-73.96489,Entire home/apt,220,11,4,18,0.38,279
13293,10881164,Clinton Hill,40.68683,-73.96177,Entire home/apt,350,51,4,1,0.04,220
24920,21295942,Clinton Hill,40.68583,-73.9587,Entire home/apt,265,215,4,18,0.69,0
7066,5670672,Clinton Hill,40.68699,-73.96049,Entire home/apt,188,230,4,169,3.09,0
3209,2087524,Clinton Hill,40.68041,-73.95838,Entire home/apt,99,254,4,85,1.96,223
34603,30012164,Clinton Hill,40.68632,-73.96292,Entire home/apt,450,267,4,11,0.87,21
16193,13659949,Clinton Hill,40.68552,-73.9609,Entire home/apt,259,305,4,7,0.17,0
34880,30200030,Clinton Hill,40.68325,-73.96487,Entire home/apt,110,348,4,4,0.36,0
20835,18094212,Cobble Hill,40.68673,-73.99653,Entire home/apt,700,345,4,6,0.25,20
7584,6248335,Crotona,40.82883,-73.88854,Entire home/apt,119,56,4,56,1.04,172
28953,24352862,Crown Heights,40.67102,-73.96172,Entire home/apt,130,0,4,14,0.72,356
17347,14616367,Crown Heights,40.67228,-73.92707,Entire home/apt,250,25,4,68,1.83,352
1677,803237,Crown Heights,40.67504,-73.95273,Entire home/apt,250,76,4,6,0.07,230
20598,17830470,Crown Heights,40.67091,-73.94888,Entire home/apt,250,242,4,8,0.29,6
32311,27948294,Crown Heights,40.67782,-73.94373,Entire home/apt,495,262,4,59,3.91,218
25621,21726358,Crown Heights,40.66894,-73.93649,Entire home/apt,59,297,4,42,2.01,56
25616,21723212,Crown Heights,40.66911,-73.93666,Entire home/apt,459,299,4,1,0.18,62
23185,20001157,Crown Heights,40.67077,-73.93618,Entire home/apt,399,299,4,7,0.4,67
21614,18840683,Crown Heights,40.67522,-73.94677,Entire home/apt,79,301,4,2,0.07,64
20195,17384675,Crown Heights,40.67018,-73.93224,Entire home/apt,95,304,4,63,1.99,65
23354,20149300,Crown Heights,40.66955,-73.93576,Entire home/apt,199,305,4,7,0.27,71
12611,10071188,Crown Heights,40.67105,-73.94324,Entire home/apt,153,309,4,119,2.48,50
23879,20584207,Crown Heights,40.66941,-73.93849,Entire home/apt,245,320,4,9,0.38,0
25661,21740055,Crown Heights,40.6725,-73.94788,Entire home/apt,130,329,4,56,2.31,66
28104,23506770,Crown Heights,40.67843,-73.96125,Entire home/apt,325,347,4,5,0.31,91
4246,3167768,Crown Heights,40.67765,-73.96378,Entire home/apt,275,353,4,23,0.36,17
34771,30123494,Crown Heights,40.67299,-73.95804,Entire home/apt,210,357,4,1,0.09,0
5808,4539520,Crown Heights,40.67771,-73.96286,Entire home/apt,167,362,4,6,0.11,1
31901,27551715,Dyker Heights,40.61968,-74.00656,Entire home/apt,170,176,4,19,1.24,219
6734,5269840,East Flatbush,40.65491,-73.9222,Entire home/apt,139,11,4,85,1.65,354
15743,13408222,East Flatbush,40.65466,-73.9218,Entire home/apt,115,44,4,101,2.43,343
13727,11529142,East Harlem,40.78687,-73.94542,Entire home/apt,120,7,4,42,1.28,0
4533,3469295,East Harlem,40.80422,-73.93841,Entire home/apt,299,8,4,64,0.99,354
2549,1506985,East Harlem,40.80108,-73.94346,Entire home/apt,220,14,4,65,0.86,349
3592,2377514,East Harlem,40.80021,-73.94142,Entire home/apt,195,177,4,146,2.11,298
9969,8172995,East Harlem,40.80965,-73.93912,Entire home/apt,150,232,4,122,2.42,179
15429,13203601,East Harlem,40.79566,-73.94137,Entire home/apt,160,259,4,67,1.57,79
13181,10709205,East Harlem,40.79018,-73.94689,Entire home/apt,270,335,4,195,4.21,8
27202,22533436,East Harlem,40.79005,-73.94929,Entire home/apt,110,360,4,5,0.21,0
15937,13513738,East Harlem,40.81454,-73.93616,Entire home/apt,130,362,4,7,0.17,0
28007,23393043,East New York,40.67237,-73.87651,Entire home/apt,139,14,4,30,1.57,353
13420,11091309,East New York,40.66483,-73.88208,Entire home/apt,119,287,4,167,3.76,0
20569,17793963,East Village,40.72107,-73.98039,Entire home/apt,170,8,4,10,0.37,139
35398,30445079,East Village,40.72877,-73.98249,Entire home/apt,189,22,4,2,0.18,8
33749,29351570,East Village,40.72628,-73.97981,Entire home/apt,199,37,4,6,0.59,336
1486,721762,East Village,40.72576,-73.98582,Entire home/apt,144,45,4,80,0.93,288
14768,12723698,East Village,40.73055,-73.98356,Entire home/apt,74,80,4,3,1.45,329
28747,24136557,East Village,40.72677,-73.9911,Entire home/apt,500,90,4,9,0.45,285
5495,4286196,East Village,40.73045,-73.98392,Entire home/apt,199,93,4,8,0.17,278
28748,24136740,East Village,40.72601,-73.99086,Entire home/apt,750,98,4,24,1.2,254
29671,25137152,East Village,40.72266,-73.98148,Entire home/apt,140,257,4,63,3.37,49
18331,15703294,East Village,40.73281,-73.98686,Entire home/apt,250,267,4,13,0.35,0
22501,19529637,East Village,40.72723,-73.98466,Entire home/apt,145,290,4,12,0.41,16
12280,9905142,East Village,40.73036,-73.98673,Entire home/apt,250,298,4,23,0.48,37
21547,18776908,East Village,40.73334,-73.98904,Entire home/apt,180,301,4,44,1.47,0
29776,25262112,East Village,40.73029,-73.98836,Entire home/apt,62,306,4,4,0.21,32
25121,21423426,East Village,40.72171,-73.98307,Entire home/apt,190,324,4,79,3.11,59
17034,14239534,East Village,40.72835,-73.98503,Entire home/apt,199,328,4,30,0.74,120
32568,28186096,East Village,40.72899,-73.98334,Entire home/apt,160,342,4,11,0.77,32
8921,7323905,East Village,40.72947,-73.9813,Entire home/apt,199,349,4,28,1.27,10
28149,23561980,East Village,40.72822,-73.99239,Entire home/apt,175,357,4,16,0.95,21
24626,21113189,East Village,40.72615,-73.99072,Entire home/apt,190,362,4,15,0.61,0
27091,22446568,East Village,40.72454,-73.98749,Entire home/apt,199,362,4,24,1.02,7
3059,1983531,East Village,40.72754,-73.98555,Entire home/apt,450,363,4,12,0.18,0
28475,23844034,Elmhurst,40.73841,-73.88276,Entire home/apt,135,222,4,21,1.31,346
32791,28406990,Financial District,40.70498,-74.00992,Entire home/apt,200,269,4,8,0.54,29
35453,30477234,Financial District,40.7083,-74.00607,Entire home/apt,250,282,4,4,0.52,36
34405,29899574,Financial District,40.70421,-74.00962,Entire home/apt,520,310,4,13,1.11,0
19613,16664669,Flatbush,40.66077,-73.96004,Entire home/apt,175,17,4,8,0.26,352
28351,23728069,Flatbush,40.64448,-73.96397,Entire home/apt,100,25,4,27,1.29,321
8373,6866960,Flatbush,40.63868,-73.95049,Entire home/apt,150,48,4,101,1.9,356
19295,16407461,Flatbush,40.66024,-73.95518,Entire home/apt,190,198,4,37,1.37,167
31480,27166808,Flatbush,40.6395,-73.96507,Entire home/apt,165,201,4,39,2.39,171
23181,20000290,Flatbush,40.64063,-73.96348,Entire home/apt,200,202,4,26,0.97,152
29597,25054120,Flatbush,40.6397,-73.96554,Entire home/apt,197,221,4,11,0.61,249
26200,21989166,Flatbush,40.6467,-73.94841,Entire home/apt,150,225,4,51,2.93,136
18281,15643425,Flatbush,40.63667,-73.96705,Entire home/apt,250,241,4,4,0.51,0
31037,26743587,Flatbush,40.6417,-73.96554,Entire home/apt,150,242,4,31,1.88,118
24100,20729174,Flatbush,40.65413,-73.94846,Entire home/apt,95,318,4,69,2.67,2
15893,13491503,Flatbush,40.65253,-73.96404,Entire home/apt,125,319,4,61,1.46,40
30863,26521015,Flatbush,40.63338,-73.95074,Entire home/apt,110,323,4,23,1.42,36
33097,28731208,Flatbush,40.63882,-73.96563,Entire home/apt,185,325,4,3,0.23,38
7254,5882068,Flatbush,40.64802,-73.96063,Entire home/apt,85,342,4,11,0.58,0
27502,22842989,Flatbush,40.65888,-73.95959,Entire home/apt,90,346,4,37,1.68,0
35319,30417368,Flatbush,40.65332,-73.95778,Entire home/apt,120,353,4,26,2.3,0
33149,28781373,Flatbush,40.6437,-73.95973,Entire home/apt,65,360,4,16,1.28,7
32217,27849339,Flatiron District,40.74478,-73.98442,Entire home/apt,349,30,4,43,2.76,0
14776,12731689,Flatiron District,40.7421,-73.98319,Entire home/apt,240,296,4,75,1.75,74
30817,26467328,Flatiron District,40.7356,-73.98853,Entire home/apt,168,306,4,34,2.28,58
34427,29907961,Flatiron District,40.74018,-73.99145,Entire home/apt,300,326,4,11,0.84,11
2011,995187,Fort Greene,40.69248,-73.96983,Entire home/apt,275,28,4,87,1.08,1
2818,1806378,Fort Greene,40.68585,-73.97016,Entire home/apt,250,142,4,147,1.99,0
32087,27720812,Fort Greene,40.69028,-73.97484,Entire home/apt,175,334,4,16,1.08,0
22835,19769057,Fort Greene,40.68633,-73.97164,Entire home/apt,180,351,4,19,0.67,8
3226,2093304,Fort Greene,40.69286,-73.96993,Entire home/apt,100,363,4,45,0.91,182
19305,16414045,Glendale,40.70505,-73.89042,Entire home/apt,95,182,4,74,2.2,147
3213,2088725,Gowanus,40.66983,-73.9904,Entire home/apt,124,330,4,58,0.83,0
1744,825550,Gowanus,40.67869,-73.99197,Entire home/apt,135,361,4,8,0.15,0
28163,23575358,Gramercy Park,40.73629,-73.98753,Entire home/apt,165,348,4,17,0.83,28
27781,23122597,Gravesend,40.59868,-73.99202,Entire home/apt,148,35,4,38,1.85,7
16175,13654166,Gravesend,40.59535,-73.98946,Entire home/apt,109,175,4,91,2.49,155
34472,29935981,Greenpoint,40.72864,-73.95641,Entire home/apt,475,14,4,4,0.35,326
20008,17153913,Greenpoint,40.72399,-73.95166,Entire home/apt,208,126,4,69,2.15,129
5352,4181265,Greenpoint,40.72879,-73.95897,Entire home/apt,800,256,4,8,0.25,115
32741,28347338,Greenpoint,40.73403,-73.95746,Entire home/apt,175,319,4,52,3.47,64
34743,30102118,Greenpoint,40.72918,-73.95538,Entire home/apt,200,328,4,1,0.09,0
18374,15741264,Greenpoint,40.72738,-73.95268,Entire home/apt,112,329,4,1,0.03,56
19182,16353458,Greenpoint,40.73475,-73.95543,Entire home/apt,150,361,4,4,0.11,0
15341,13152955,Greenwich Village,40.72953,-74.00148,Entire home/apt,600,37,4,26,0.61,204
11373,9409873,Greenwich Village,40.72824,-73.99517,Entire home/apt,275,336,4,24,1.66,36
9568,7820423,Greenwich Village,40.73415,-73.99814,Entire home/apt,450,344,4,76,1.46,13
8229,6748032,Greenwood Heights,40.66002,-73.99073,Entire home/apt,80,124,4,170,3.13,0
34527,29964495,Greenwood Heights,40.66006,-73.99161,Entire home/apt,100,238,4,1,0.09,0
4642,3580577,Greenwood Heights,40.66273,-73.99111,Entire home/apt,100,294,4,25,0.91,0
4984,3852988,Greenwood Heights,40.65957,-73.99253,Entire home/apt,135,356,4,19,0.37,9
29772,25255214,Greenwood Heights,40.65986,-73.99684,Entire home/apt,260,356,4,2,0.13,154
5988,4659285,Hamilton Heights,40.82396,-73.94388,Entire home/apt,375,63,4,86,1.43,315
17801,15113479,Hamilton Heights,40.82158,-73.95592,Entire home/apt,300,70,4,83,2.14,97
6691,5210286,Hamilton Heights,40.82227,-73.94878,Entire home/apt,150,188,4,13,0.22,63
22133,19237286,Hamilton Heights,40.82707,-73.94763,Entire home/apt,400,220,4,42,1.58,248
34564,29987867,Hamilton Heights,40.82484,-73.95271,Entire home/apt,130,345,4,14,1.12,5
28548,23903645,Hamilton Heights,40.82718,-73.94883,Entire home/apt,65,358,4,3,0.15,4
15099,13004961,Harlem,40.80577,-73.94616,Entire home/apt,220,1,4,6,0.34,362
6848,5397568,Harlem,40.82313,-73.94982,Entire home/apt,183,67,4,153,2.87,0
1605,775280,Harlem,40.81381,-73.94314,Entire home/apt,280,67,4,107,1.29,180
20447,17679822,Harlem,40.81315,-73.94747,Entire home/apt,155,71,4,27,0.88,304
4383,3303382,Harlem,40.82888,-73.94997,Entire home/apt,145,113,4,122,1.86,258
27671,23024656,Harlem,40.81767,-73.93771,Entire home/apt,120,176,4,40,1.83,344
24321,20896858,Harlem,40.81301,-73.94502,Entire home/apt,125,198,4,19,1.31,243
31747,27428046,Harlem,40.80329,-73.957,Entire home/apt,126,208,4,48,3.01,130
5449,4260964,Harlem,40.81774,-73.94595,Entire home/apt,150,248,4,89,1.52,56
19816,16883813,Harlem,40.80495,-73.9556,Entire home/apt,224,249,4,29,0.85,0
11494,9479348,Harlem,40.81319,-73.94423,Entire home/apt,395,277,4,16,0.33,45
35527,30527403,Harlem,40.81981,-73.94326,Entire home/apt,300,281,4,4,0.35,0
18886,16194815,Harlem,40.81816,-73.94544,Entire home/apt,100,281,4,72,2.08,76
14836,12788962,Harlem,40.79986,-73.95387,Entire home/apt,199,285,4,5,0.27,87
18011,15340854,Harlem,40.80869,-73.94205,Entire home/apt,600,289,4,19,0.52,187
5911,4614435,Harlem,40.82458,-73.95223,Entire home/apt,100,299,4,6,0.1,241
30307,25940097,Harlem,40.80609,-73.95258,Entire home/apt,800,300,4,5,0.32,48
11947,9754968,Harlem,40.79331,-73.94149,Entire home/apt,250,301,4,13,0.28,63
4581,3522513,Harlem,40.80297,-73.95132,Entire home/apt,129,310,4,19,0.29,125
4059,2933772,Harlem,40.7888,-73.94844,Entire home/apt,240,316,4,251,3.72,0
4640,3576160,Harlem,40.79805,-73.94533,Entire home/apt,100,317,4,55,0.85,58
22240,19315654,Harlem,40.82361,-73.93886,Entire home/apt,150,330,4,95,3.18,325
35094,30348944,Harlem,40.80623,-73.95343,Entire home/apt,200,346,4,4,0.5,5
34592,30007990,Harlem,40.81804,-73.94375,Entire home/apt,100,346,4,2,0.16,49
20789,18055685,Harlem,40.81321,-73.94556,Entire home/apt,150,356,4,18,0.6,8
6531,5011693,Harlem,40.81419,-73.95033,Entire home/apt,85,358,4,31,0.58,9
12703,10132356,Harlem,40.80926,-73.95455,Entire home/apt,150,360,4,31,1.2,23
7428,6091224,Harlem,40.80386,-73.95369,Entire home/apt,105,364,4,9,0.16,0
26269,22020827,Harlem,40.80756,-73.94886,Entire home/apt,150,364,4,6,0.25,8
2849,1831227,Harlem,40.80964,-73.94098,Entire home/apt,159,364,4,35,0.49,56
9117,7495477,Hell's Kitchen,40.76432,-73.99396,Entire home/apt,175,3,4,25,0.51,319
16239,13685807,Hell's Kitchen,40.76638,-73.99013,Entire home/apt,176,20,4,126,3.14,47
16791,14041196,Hell's Kitchen,40.76402,-73.98604,Entire home/apt,99,175,4,97,2.38,280
13960,11782120,Hell's Kitchen,40.76452,-73.99439,Entire home/apt,200,226,4,120,2.72,204
30195,25811825,Hell's Kitchen,40.75652,-73.99069,Entire home/apt,250,232,4,67,3.83,98
14571,12452110,Hell's Kitchen,40.76386,-73.99707,Entire home/apt,148,316,4,121,2.78,65
29619,25077177,Hell's Kitchen,40.75996,-73.99223,Entire home/apt,140,348,4,22,1.18,21
18288,15648096,Highbridge,40.83844,-73.92489,Entire home/apt,75,297,4,43,1.21,56
8673,7089310,Hillcrest,40.72223,-73.78565,Entire home/apt,398,51,4,68,1.42,4
7418,6079079,Hillcrest,40.72362,-73.791,Entire home/apt,145,253,4,38,0.69,94
25351,21570741,Inwood,40.86406,-73.91971,Entire home/apt,110,208,4,21,0.85,57
20190,17382091,Jamaica,40.71512,-73.81928,Entire home/apt,249,7,4,10,0.38,365
10527,8687556,Kensington,40.64272,-73.97418,Entire home/apt,90,19,4,73,1.69,345
18568,15939056,Kew Garden Hills,40.72077,-73.81485,Entire home/apt,105,17,4,23,0.65,355
6742,5279859,Kips Bay,40.74084,-73.98008,Entire home/apt,196,17,4,71,1.21,348
15479,13231961,Lefferts Garden,40.6557,-73.95471,Entire home/apt,99,202,4,21,0.53,273
34554,29982192,Lefferts Garden,40.66108,-73.94959,Entire home/apt,105,354,4,1,0.09,0
5618,4396142,Long Island City,40.75227,-73.95012,Entire home/apt,160,141,4,87,1.4,176
28531,23894929,Lower East Side,40.71422,-73.98691,Entire home/apt,1000,0,4,3,0.23,334
18966,16243941,Lower East Side,40.71343,-73.98677,Entire home/apt,210,76,4,37,1.35,345
30856,26518337,Lower East Side,40.72003,-73.98928,Entire home/apt,180,214,4,36,2.17,221
13720,11521447,Lower East Side,40.71659,-73.98949,Entire home/apt,199,234,4,101,2.23,161
30734,26383523,Lower East Side,40.71452,-73.98201,Entire home/apt,225,283,4,2,0.17,0
2711,1704560,Lower East Side,40.7189,-73.99177,Entire home/apt,120,304,4,196,2.61,71
19783,16829324,Lower East Side,40.72293,-73.98918,Entire home/apt,200,328,4,88,2.99,142
3383,2208545,Lower East Side,40.71539,-73.99379,Entire home/apt,160,347,4,65,1.09,0
28335,23714194,Lower East Side,40.71908,-73.98379,Entire home/apt,220,353,4,44,2.11,18
9521,7789152,Lower East Side,40.71783,-73.98392,Entire home/apt,175,355,4,37,0.71,3
13617,11381288,Lower East Side,40.7213,-73.989,Entire home/apt,199,360,4,9,0.2,0
4993,3861943,Manhattan,40.76052,-73.99115,Entire home/apt,860,0,4,39,0.62,365
29234,24676594,Manhattan,40.72911,-74.00001,Entire home/apt,250,3,4,6,0.32,351
12143,9842117,Manhattan,40.79088,-73.94261,Entire home/apt,120,6,4,62,1.37,350
35520,30524703,Manhattan,40.77203,-73.95988,Entire home/apt,284,6,4,11,0.97,359
12121,9832827,Manhattan,40.78442,-73.94722,Entire home/apt,110,7,4,77,1.76,352
19103,16320520,Manhattan,40.79142,-73.9398,Entire home/apt,350,11,4,44,1.36,299
11712,9611586,Manhattan,40.74361,-73.99503,Entire home/apt,235,13,4,117,2.86,0
12654,10100121,Manhattan,40.74201,-74.00325,Entire home/apt,239,14,4,58,1.21,0
18446,15813993,Manhattan,40.7152,-73.99947,Entire home/apt,159,14,4,43,1.23,330
1776,840731,Manhattan,40.73345,-73.98956,Entire home/apt,495,14,4,76,1,336
10705,8861269,Manhattan,40.80519,-73.94974,Entire home/apt,170,16,4,35,0.89,352
33669,29277834,Manhattan,40.74629,-73.97703,Entire home/apt,899,19,4,6,0.5,0
12555,10039579,Manhattan,40.81184,-73.94287,Entire home/apt,226,21,4,84,2.92,296
1548,752289,Manhattan,40.72863,-74.00137,Entire home/apt,200,26,4,11,0.13,321
2352,1308308,Manhattan,40.76248,-73.98597,Entire home/apt,412,28,4,115,1.5,1
34398,29897019,Manhattan,40.72841,-74.00045,Entire home/apt,300,35,4,47,3.8,244
32535,28153873,Manhattan,40.73281,-74.00688,Entire home/apt,375,37,4,6,0.43,265
11943,9753240,Manhattan,40.72543,-74.00242,Entire home/apt,1000,37,4,12,0.25,332
6394,4881420,Manhattan,40.73933,-74.00313,Entire home/apt,159,44,4,46,0.86,317
13168,10686350,Manhattan,40.71287,-73.99573,Entire home/apt,320,45,4,6,0.16,292
2068,1044502,Manhattan,40.8035,-73.94764,Entire home/apt,195,58,4,144,1.85,1
2862,1844088,Manhattan,40.7525,-73.96492,Entire home/apt,215,60,4,139,1.91,1
11432,9447650,Manhattan,40.75889,-73.9919,Entire home/apt,150,63,4,160,3.27,290
2145,1112407,Manhattan,40.80477,-73.9512,Entire home/apt,158,71,4,48,0.6,271
34904,30218133,Manhattan,40.74749,-73.9869,Entire home/apt,182,76,4,33,2.76,344
14433,12317903,Manhattan,40.75489,-73.9666,Entire home/apt,239,77,4,147,3.35,0
22359,19405371,Manhattan,40.80138,-73.94413,Entire home/apt,127,78,4,106,3.74,321
11435,9451492,Manhattan,40.76355,-73.98914,Entire home/apt,125,83,4,168,3.73,217
5594,4377929,Manhattan,40.72627,-73.98303,Entire home/apt,198,85,4,201,3.3,322
19066,16300982,Manhattan,40.72018,-73.98521,Entire home/apt,250,86,4,67,2.1,291
28745,24135740,Manhattan,40.72468,-73.98996,Entire home/apt,650,87,4,17,0.87,315
26550,22169350,Manhattan,40.74649,-73.98684,Entire home/apt,130,93,4,48,2.02,356
27837,23199948,Manhattan,40.74827,-73.98828,Entire home/apt,150,94,4,46,2.29,349
22651,19643201,Manhattan,40.76613,-73.98821,Entire home/apt,300,95,4,30,1.13,348
18194,15528972,Manhattan,40.79772,-73.96213,Entire home/apt,335,97,4,75,2.07,310
27587,22950209,Manhattan,40.74779,-73.98734,Entire home/apt,220,97,4,50,2.26,347
28095,23496215,Manhattan,40.74633,-73.98694,Entire home/apt,170,108,4,64,3.16,347
21046,18312612,Manhattan,40.76476,-73.98457,Entire home/apt,177,109,4,91,2.93,251
2429,1365028,Manhattan,40.72411,-73.99865,Entire home/apt,265,113,4,105,1.36,0
25218,21486004,Manhattan,40.74703,-73.98738,Entire home/apt,160,117,4,62,2.51,341
34120,29680716,Manhattan,40.74376,-73.98355,Entire home/apt,199,121,4,24,1.9,337
29962,25475518,Manhattan,40.78703,-73.94741,Entire home/apt,115,130,4,58,3.23,218
1906,918049,Manhattan,40.73949,-73.99483,Entire home/apt,265,131,4,55,0.71,251
32075,27704712,Manhattan,40.71586,-73.98908,Entire home/apt,200,135,4,20,1.26,254
6564,5040847,Manhattan,40.73496,-73.99746,Entire home/apt,135,145,4,166,2.91,64
28298,23681735,Manhattan,40.72619,-73.99019,Entire home/apt,400,146,4,10,0.48,266
6036,4694625,Manhattan,40.7135,-73.988,Entire home/apt,250,150,4,40,0.84,151
21817,19011527,Manhattan,40.79475,-73.94247,Entire home/apt,150,150,4,85,2.85,324
14621,12542544,Manhattan,40.76231,-73.9952,Entire home/apt,225,151,4,144,3.36,290
25548,21683372,Manhattan,40.82645,-73.94457,Entire home/apt,130,152,4,30,1.23,192
11162,9248049,Manhattan,40.76637,-73.98342,Entire home/apt,165,153,4,230,4.68,224
5715,4469650,Manhattan,40.80521,-73.94519,Entire home/apt,495,155,4,162,2.66,202
5089,3946115,Manhattan,40.80075,-73.9677,Entire home/apt,350,156,4,2,0.06,178
25509,21662950,Manhattan,40.71537,-73.99119,Entire home/apt,250,172,4,47,1.98,245
13872,11659242,Manhattan,40.72005,-73.98911,Entire home/apt,129,173,4,94,2.2,31
17345,14614708,Manhattan,40.72936,-73.99911,Entire home/apt,195,175,4,17,0.43,339
25427,21620762,Manhattan,40.78743,-73.95179,Entire home/apt,150,187,4,113,4.53,25
35028,30308289,Manhattan,40.80177,-73.9693,Entire home/apt,225,192,4,28,2.49,246
