temperature,rainfall,humidity,yield_apples2
56.00,90.00,57.00,63.30
98.00,89.00,98.00,96.20
71.00,70.00,78.00,74.30
95.00,50.00,89.00,83.00
48.00,50.00,85.00,66.90
64.00,51.00,67.00,62.90
66.00,52.00,54.00,57.20
82.00,77.00,81.00,80.50
88.00,56.00,65.00,70.10
94.00,67.00,57.00,70.10
87.00,49.00,50.00,60.90
69.00,69.00,45.00,57.00
71.00,51.00,95.00,79.00
43.00,85.00,75.00,67.40
67.00,41.00,94.00,75.30
55.00,62.00,87.00,72.40
93.00,76.00,70.00,78.10
49.00,97.00,44.00,56.10
57.00,94.00,47.00,59.40
43.00,59.00,95.00,72.20
70.00,71.00,80.00,75.20
50.00,69.00,57.00,57.30
58.00,86.00,70.00,69.60
90.00,50.00,60.00,67.00
81.00,72.00,84.00,80.70
84.00,70.00,58.00,68.20
60.00,79.00,43.00,55.30
64.00,86.00,40.00,56.40
45.00,54.00,49.00,48.80
56.00,90.00,52.00,60.80
87.00,53.00,90.00,81.70
51.00,96.00,41.00,55.00
61.00,98.00,41.00,58.40
96.00,93.00,60.00,77.40
88.00,63.00,71.00,74.50
89.00,70.00,96.00,88.70
65.00,83.00,51.00,61.60
60.00,68.00,48.00,55.60
73.00,70.00,57.00,64.40
91.00,97.00,58.00,75.70
41.00,45.00,47.00,44.80
66.00,44.00,76.00,66.60
67.00,42.00,80.00,68.50
54.00,57.00,54.00,54.60
64.00,95.00,50.00,63.20
83.00,40.00,48.00,56.90
51.00,94.00,44.00,56.10
61.00,81.00,74.00,71.50
85.00,84.00,76.00,80.30
60.00,90.00,41.00,56.50
82.00,93.00,89.00,87.70
61.00,40.00,42.00,47.30
61.00,67.00,80.00,71.70
70.00,74.00,88.00,79.80
64.00,81.00,50.00,60.40
56.00,76.00,75.00,69.50
67.00,76.00,63.00,66.80
75.00,55.00,73.00,70.00
43.00,62.00,49.00,49.80
62.00,84.00,78.00,74.40
59.00,74.00,85.00,75.00
52.00,75.00,71.00,66.10
84.00,61.00,47.00,60.90
56.00,56.00,96.00,76.00
65.00,66.00,53.00,59.20
65.00,97.00,61.00,69.40
82.00,58.00,79.00,75.70
64.00,85.00,63.00,67.70
77.00,57.00,46.00,57.50
71.00,76.00,93.00,83.00
49.00,43.00,73.00,59.80
61.00,50.00,91.00,73.80
52.00,73.00,74.00,67.20
53.00,90.00,92.00,79.90
96.00,96.00,77.00,86.50
57.00,64.00,70.00,64.90
72.00,71.00,41.00,56.30
59.00,97.00,49.00,61.60
47.00,64.00,41.00,47.40
77.00,72.00,63.00,69.00
77.00,79.00,59.00,68.40
77.00,64.00,97.00,84.40
70.00,72.00,85.00,77.90
55.00,42.00,73.00,61.40
65.00,64.00,70.00,67.30
78.00,68.00,83.00,78.50
93.00,57.00,76.00,77.30
74.00,68.00,55.00,63.30
59.00,84.00,43.00,56.00
88.00,82.00,82.00,83.80
97.00,41.00,81.00,77.80
92.00,41.00,89.00,80.30
75.00,68.00,44.00,58.10
65.00,75.00,86.00,77.50
84.00,95.00,96.00,92.20
60.00,46.00,71.00,62.70
63.00,43.00,80.00,67.50
57.00,59.00,94.00,75.90
89.00,72.00,54.00,68.10
51.00,91.00,64.00,65.50
45.00,86.00,65.00,63.20
54.00,79.00,47.00,55.50
50.00,65.00,49.00,52.50
56.00,49.00,68.00,60.60
52.00,83.00,71.00,67.70
86.00,70.00,68.00,73.80
56.00,57.00,79.00,67.70
49.00,86.00,58.00,60.90
90.00,85.00,48.00,68.00
64.00,71.00,97.00,81.90
86.00,53.00,45.00,58.90
57.00,59.00,62.00,59.90
55.00,64.00,75.00,66.80
45.00,49.00,61.00,53.80
84.00,58.00,73.00,73.30
66.00,71.00,50.00,59.00
43.00,71.00,64.00,59.10
65.00,41.00,81.00,68.20
97.00,90.00,87.00,90.60
81.00,49.00,60.00,64.10
75.00,43.00,83.00,72.60
86.00,74.00,75.00,78.10
72.00,87.00,55.00,66.50
62.00,53.00,93.00,75.70
85.00,77.00,62.00,71.90
87.00,40.00,88.00,78.10
42.00,71.00,56.00,54.80
88.00,79.00,67.00,75.70
98.00,42.00,84.00,79.80
63.00,95.00,44.00,59.90
89.00,89.00,62.00,75.50
63.00,82.00,97.00,83.80
40.00,45.00,59.00,50.50
85.00,45.00,81.00,75.00
78.00,68.00,77.00,75.50
86.00,56.00,98.00,86.00
91.00,83.00,59.00,73.40
62.00,51.00,95.00,76.30
79.00,73.00,51.00,63.80
68.00,48.00,84.00,72.00
84.00,69.00,53.00,65.50
67.00,83.00,88.00,80.70
54.00,75.00,90.00,76.20
70.00,57.00,96.00,80.40
73.00,90.00,86.00,82.90
50.00,97.00,59.00,63.90
62.00,81.00,61.00,65.30
72.00,55.00,84.00,74.60
56.00,86.00,68.00,68.00
61.00,81.00,51.00,60.00
89.00,47.00,68.00,70.10
73.00,50.00,72.00,67.90
98.00,76.00,80.00,84.60
51.00,54.00,81.00,66.60
93.00,83.00,68.00,78.50
49.00,83.00,77.00,69.80
88.00,96.00,62.00,76.60
50.00,50.00,88.00,69.00
71.00,98.00,88.00,84.90
42.00,59.00,63.00,55.90
45.00,57.00,98.00,73.90
51.00,40.00,73.00,59.80
53.00,74.00,70.00,65.70
83.00,98.00,72.00,80.50
42.00,82.00,44.00,51.00
44.00,97.00,79.00,72.10
96.00,71.00,59.00,72.50
67.00,60.00,46.00,55.10
59.00,41.00,45.00,48.40
40.00,49.00,54.00,48.80
66.00,50.00,75.00,67.30
98.00,55.00,64.00,72.40
68.00,47.00,49.00,54.30
47.00,82.00,90.00,75.50
70.00,83.00,68.00,71.60
73.00,91.00,95.00,87.60
46.00,57.00,76.00,63.20
58.00,88.00,54.00,62.00
61.00,64.00,74.00,68.10
85.00,86.00,55.00,70.20
49.00,65.00,85.00,70.20
76.00,82.00,78.00,78.20
73.00,57.00,87.00,76.80
94.00,94.00,92.00,93.00
60.00,55.00,56.00,57.00
58.00,49.00,65.00,59.70
67.00,98.00,90.00,84.70
83.00,53.00,88.00,79.50
80.00,49.00,93.00,80.30
52.00,84.00,95.00,79.90
97.00,69.00,61.00,73.40
91.00,75.00,64.00,74.30
42.00,71.00,82.00,67.80
52.00,81.00,48.00,55.80
79.00,93.00,45.00,64.80
96.00,90.00,90.00,91.80
42.00,49.00,91.00,67.90
79.00,72.00,74.00,75.10
53.00,75.00,41.00,51.40
63.00,64.00,82.00,72.70
93.00,73.00,71.00,78.00
85.00,41.00,54.00,60.70
72.00,96.00,74.00,77.80
59.00,82.00,91.00,79.60
74.00,79.00,55.00,65.50
82.00,75.00,89.00,84.10
76.00,51.00,76.00,71.00
48.00,42.00,91.00,68.30
98.00,52.00,64.00,71.80
45.00,54.00,58.00,53.30
69.00,96.00,67.00,73.40
64.00,47.00,91.00,74.10
87.00,68.00,97.00,88.20
60.00,55.00,73.00,65.50
43.00,95.00,81.00,72.40
83.00,89.00,79.00,82.20
65.00,97.00,49.00,63.40
84.00,94.00,89.00,88.50
91.00,44.00,61.00,66.60
54.00,75.00,65.00,63.70
81.00,80.00,91.00,85.80
42.00,66.00,61.00,56.30
56.00,56.00,77.00,66.50
44.00,58.00,65.00,57.30
93.00,87.00,49.00,69.80
86.00,40.00,89.00,78.30
79.00,87.00,43.00,62.60
78.00,47.00,66.00,65.80
97.00,88.00,92.00,92.70
58.00,43.00,58.00,55.00
53.00,85.00,91.00,78.40
53.00,64.00,82.00,69.70
45.00,46.00,41.00,43.20
53.00,74.00,50.00,55.70
49.00,58.00,47.00,49.80
90.00,73.00,53.00,68.10
93.00,41.00,60.00,66.10
95.00,83.00,78.00,84.10
48.00,42.00,41.00,43.30
46.00,67.00,58.00,56.20
57.00,51.00,91.00,72.80
69.00,71.00,69.00,69.40
89.00,48.00,90.00,81.30
71.00,75.00,41.00,56.80
49.00,64.00,48.00,51.50
67.00,50.00,69.00,64.60
49.00,83.00,82.00,72.30
71.00,59.00,74.00,70.10
40.00,59.00,41.00,44.30
60.00,77.00,74.00,70.40
42.00,66.00,87.00,69.30
79.00,76.00,51.00,64.40
57.00,76.00,90.00,77.30
92.00,61.00,51.00,65.30
90.00,88.00,42.00,65.60
82.00,71.00,96.00,86.80
49.00,42.00,54.00,50.10
56.00,59.00,60.00,58.60
69.00,50.00,60.00,60.70
74.00,51.00,43.00,53.90
61.00,87.00,91.00,81.20
93.00,77.00,45.00,65.80
91.00,50.00,95.00,84.80
98.00,74.00,86.00,87.20
65.00,81.00,48.00,59.70
53.00,93.00,43.00,56.00
72.00,81.00,49.00,62.30
76.00,84.00,52.00,65.60
97.00,49.00,52.00,64.90
68.00,63.00,90.00,78.00
63.00,84.00,81.00,76.20
53.00,46.00,69.00,59.60
98.00,77.00,60.00,74.80
48.00,83.00,46.00,54.00
40.00,77.00,93.00,73.90
87.00,86.00,72.00,79.30
61.00,90.00,64.00,68.30
60.00,81.00,85.00,76.70
84.00,50.00,98.00,84.20
72.00,59.00,62.00,64.40
60.00,54.00,72.00,64.80
80.00,63.00,54.00,63.60
96.00,44.00,40.00,57.60
69.00,89.00,79.00,78.00
47.00,59.00,84.00,67.90
91.00,75.00,63.00,73.80
98.00,81.00,61.00,76.10
50.00,71.00,52.00,55.20
42.00,46.00,96.00,69.80
89.00,40.00,50.00,59.70
68.00,96.00,44.00,61.60
41.00,93.00,70.00,65.90
43.00,92.00,74.00,68.30
76.00,54.00,54.00,60.60
96.00,62.00,81.00,81.70
85.00,66.00,53.00,65.20
46.00,73.00,52.00,54.40
44.00,77.00,75.00,66.10
51.00,59.00,56.00,55.10
55.00,83.00,60.00,63.10
95.00,55.00,64.00,71.50
73.00,69.00,40.00,55.70
48.00,88.00,85.00,74.50
89.00,55.00,42.00,58.70
43.00,46.00,48.00,46.10
64.00,55.00,62.00,61.20
48.00,76.00,51.00,55.10
57.00,52.00,48.00,51.50
86.00,47.00,41.00,55.70
98.00,74.00,71.00,79.70
79.00,89.00,49.00,66.00
43.00,55.00,44.00,45.90
58.00,95.00,43.00,57.90
77.00,66.00,91.00,81.80
40.00,71.00,77.00,64.70
69.00,67.00,94.00,81.10
47.00,87.00,59.00,61.00
70.00,66.00,70.00,69.20
66.00,59.00,58.00,60.60
83.00,41.00,93.00,79.60
73.00,72.00,43.00,57.80
67.00,94.00,47.00,62.40
65.00,65.00,96.00,80.50
70.00,54.00,87.00,75.30
53.00,44.00,97.00,73.20
91.00,57.00,85.00,81.20
55.00,65.00,94.00,76.50
77.00,70.00,73.00,73.60
83.00,91.00,48.00,67.10
95.00,67.00,94.00,88.90
49.00,68.00,63.00,59.80
51.00,79.00,52.00,57.10
71.00,45.00,88.00,74.30
57.00,40.00,65.00,57.60
45.00,70.00,83.00,69.00
45.00,66.00,51.00,52.20
41.00,68.00,75.00,63.40
90.00,55.00,76.00,76.00
47.00,79.00,71.00,65.40
63.00,71.00,92.00,79.10
57.00,59.00,42.00,49.90
75.00,42.00,71.00,66.40
71.00,92.00,46.00,62.70
87.00,41.00,78.00,73.30
75.00,82.00,41.00,59.40
82.00,42.00,66.00,66.00
67.00,84.00,97.00,85.40
54.00,91.00,75.00,71.90
77.00,49.00,52.00,58.90
53.00,93.00,97.00,83.00
55.00,74.00,87.00,74.80
48.00,86.00,82.00,72.60
78.00,95.00,76.00,80.40
54.00,74.00,49.00,55.50
52.00,87.00,78.00,72.00
60.00,49.00,58.00,56.80
51.00,71.00,54.00,56.50
62.00,52.00,49.00,53.50
63.00,72.00,74.00,70.30
75.00,98.00,86.00,85.10
84.00,90.00,82.00,84.20
69.00,85.00,78.00,76.70
67.00,73.00,83.00,76.20
49.00,78.00,80.00,70.30
60.00,62.00,74.00,67.40
57.00,65.00,97.00,78.60
70.00,40.00,72.00,65.00
41.00,68.00,87.00,69.40
51.00,92.00,73.00,70.20
67.00,90.00,90.00,83.10
61.00,98.00,60.00,67.90
78.00,79.00,54.00,66.20
80.00,45.00,92.00,79.00
90.00,98.00,44.00,68.60
56.00,83.00,79.00,72.90
78.00,77.00,62.00,69.80
84.00,89.00,49.00,67.50
90.00,75.00,69.00,76.50
87.00,82.00,47.00,66.00
54.00,55.00,71.00,62.70
53.00,72.00,50.00,55.30
62.00,91.00,56.00,64.80
91.00,93.00,82.00,86.90
87.00,73.00,63.00,72.20
45.00,76.00,40.00,48.70
43.00,59.00,97.00,73.20
74.00,43.00,94.00,77.80
82.00,76.00,69.00,74.30
60.00,83.00,43.00,56.10
58.00,81.00,43.00,55.10
45.00,48.00,89.00,67.60
91.00,73.00,66.00,74.90
61.00,77.00,96.00,81.70
87.00,97.00,86.00,88.50
75.00,51.00,93.00,79.20
95.00,93.00,62.00,78.10
80.00,95.00,79.00,82.50
62.00,40.00,61.00,57.10
98.00,79.00,96.00,93.20
48.00,93.00,50.00,58.00
64.00,67.00,67.00,66.10
57.00,80.00,46.00,56.10
79.00,74.00,89.00,83.00
50.00,45.00,68.00,58.00
98.00,76.00,51.00,70.10
67.00,61.00,71.00,67.80
61.00,90.00,44.00,58.30
44.00,85.00,63.00,61.70
78.00,58.00,90.00,80.00
70.00,49.00,95.00,78.30
63.00,82.00,95.00,82.80
84.00,77.00,86.00,83.60
68.00,90.00,44.00,60.40
88.00,62.00,97.00,87.30
49.00,59.00,80.00,66.50
71.00,98.00,45.00,63.40
62.00,85.00,68.00,69.60
87.00,62.00,41.00,59.00
68.00,59.00,55.00,59.70
68.00,56.00,49.00,56.10
62.00,92.00,58.00,66.00
66.00,44.00,81.00,69.10
63.00,66.00,60.00,62.10
64.00,88.00,92.00,82.80
45.00,54.00,74.00,61.30
65.00,76.00,74.00,71.70
73.00,94.00,88.00,84.70
83.00,75.00,61.00,70.40
44.00,77.00,42.00,49.60
97.00,66.00,41.00,62.80
93.00,40.00,66.00,68.90
48.00,89.00,76.00,70.20
91.00,87.00,53.00,71.20
61.00,86.00,92.00,81.50
82.00,93.00,96.00,91.20
78.00,51.00,51.00,59.10
79.00,46.00,92.00,78.90
74.00,93.00,87.00,84.30
57.00,94.00,98.00,84.90
52.00,70.00,85.00,72.10
85.00,50.00,44.00,57.50
80.00,70.00,46.00,61.00
63.00,51.00,53.00,55.60
86.00,47.00,76.00,73.20
79.00,92.00,70.00,77.10
54.00,47.00,84.00,67.60
49.00,75.00,83.00,71.20
70.00,78.00,96.00,84.60
68.00,97.00,86.00,82.80
81.00,98.00,57.00,72.40
84.00,72.00,40.00,59.60
74.00,77.00,49.00,62.10
65.00,72.00,46.00,56.90
78.00,55.00,97.00,82.90
44.00,40.00,45.00,43.70
51.00,58.00,69.00,61.40
81.00,72.00,56.00,66.70
43.00,54.00,64.00,55.70
79.00,60.00,65.00,68.20
77.00,49.00,49.00,57.40
75.00,58.00,42.00,55.10
78.00,60.00,43.00,56.90
75.00,57.00,56.00,61.90
86.00,65.00,88.00,82.80
51.00,51.00,51.00,51.00
52.00,75.00,78.00,69.60
66.00,44.00,50.00,53.60
77.00,90.00,92.00,87.10
88.00,54.00,46.00,60.20
82.00,42.00,81.00,73.50
55.00,43.00,77.00,63.60
72.00,94.00,42.00,61.40
67.00,84.00,90.00,81.90
75.00,78.00,51.00,63.60
95.00,87.00,44.00,67.90
89.00,46.00,55.00,63.40
47.00,46.00,91.00,68.80
81.00,53.00,49.00,59.40
57.00,61.00,87.00,72.80
76.00,85.00,80.00,79.80
48.00,83.00,89.00,75.50
78.00,91.00,89.00,86.10
59.00,51.00,53.00,54.40
40.00,71.00,58.00,55.20
82.00,74.00,67.00,72.90
49.00,94.00,85.00,76.00
55.00,87.00,65.00,66.40
80.00,84.00,71.00,76.30
70.00,88.00,71.00,74.10
83.00,96.00,42.00,65.10
74.00,79.00,65.00,70.50
52.00,82.00,78.00,71.00
76.00,54.00,54.00,60.60
70.00,41.00,84.00,71.20
43.00,53.00,55.00,51.00
47.00,90.00,91.00,77.60
83.00,63.00,74.00,74.50
44.00,46.00,93.00,68.90
60.00,96.00,41.00,57.70
95.00,75.00,57.00,72.00
85.00,44.00,90.00,79.30
92.00,90.00,57.00,74.10
74.00,75.00,92.00,83.20
78.00,98.00,90.00,88.00
42.00,59.00,76.00,62.40
64.00,46.00,46.00,51.40
78.00,55.00,66.00,67.40
95.00,46.00,46.00,60.70
47.00,82.00,74.00,67.50
68.00,93.00,74.00,76.00
46.00,97.00,65.00,65.70
57.00,83.00,79.00,73.20
55.00,56.00,85.00,70.20
96.00,89.00,44.00,68.60
66.00,50.00,69.00,64.30
65.00,77.00,45.00,57.40
86.00,64.00,70.00,73.60
56.00,45.00,51.00,51.30
80.00,78.00,40.00,59.60
64.00,98.00,51.00,64.30
88.00,54.00,85.00,79.70
66.00,46.00,71.00,64.50
47.00,42.00,84.00,64.50
95.00,82.00,62.00,75.90
66.00,98.00,94.00,86.40
49.00,87.00,75.00,69.60
82.00,53.00,49.00,59.70
86.00,62.00,69.00,72.70
71.00,97.00,47.00,64.20
73.00,78.00,48.00,61.50
52.00,67.00,41.00,49.50
65.00,96.00,74.00,75.70
86.00,46.00,41.00,55.50
56.00,48.00,44.00,48.40
86.00,67.00,66.00,72.20
86.00,54.00,56.00,64.60
62.00,82.00,95.00,82.50
78.00,65.00,70.00,71.40
59.00,85.00,89.00,79.20
50.00,59.00,53.00,53.30
80.00,49.00,68.00,67.80
45.00,55.00,88.00,68.50
94.00,95.00,75.00,84.70
83.00,51.00,50.00,60.10
85.00,47.00,91.00,80.40
65.00,78.00,58.00,64.10
98.00,54.00,87.00,83.70
56.00,40.00,40.00,44.80
45.00,72.00,52.00,53.90
88.00,87.00,82.00,84.80
80.00,81.00,65.00,72.70
66.00,59.00,77.00,70.10
61.00,90.00,94.00,83.30
59.00,44.00,59.00,56.00
42.00,41.00,60.00,50.80
54.00,84.00,50.00,58.00
84.00,95.00,79.00,83.70
47.00,40.00,48.00,46.10
75.00,65.00,78.00,74.50
46.00,60.00,41.00,46.30
74.00,66.00,91.00,80.90
48.00,55.00,89.00,69.90
95.00,50.00,65.00,71.00
43.00,89.00,93.00,77.20
86.00,71.00,44.00,62.00
92.00,51.00,54.00,64.80
75.00,55.00,78.00,72.50
74.00,59.00,60.00,64.00
75.00,93.00,48.00,65.10
59.00,95.00,89.00,81.20
81.00,49.00,84.00,76.10
80.00,63.00,92.00,82.60
65.00,84.00,87.00,79.80
46.00,91.00,59.00,61.50
76.00,55.00,68.00,67.80
88.00,42.00,69.00,69.30
51.00,41.00,97.00,72.00
68.00,50.00,77.00,68.90
52.00,66.00,50.00,53.80
54.00,82.00,55.00,60.10
74.00,70.00,57.00,64.70
42.00,53.00,94.00,70.20
59.00,90.00,78.00,74.70
65.00,64.00,46.00,55.30
83.00,40.00,98.00,81.90
89.00,66.00,62.00,70.90
71.00,41.00,50.00,54.50
61.00,70.00,78.00,71.30
52.00,91.00,90.00,78.80
64.00,73.00,78.00,72.80
51.00,90.00,96.00,81.30
94.00,49.00,88.00,82.00
53.00,57.00,84.00,69.30
58.00,97.00,54.00,63.80
68.00,47.00,83.00,71.30
90.00,79.00,97.00,91.30
56.00,82.00,48.00,57.20
49.00,68.00,41.00,48.80
42.00,84.00,61.00,59.90
71.00,88.00,41.00,59.40
94.00,94.00,82.00,88.00
49.00,76.00,45.00,52.40
82.00,53.00,66.00,68.20
74.00,59.00,82.00,75.00
96.00,56.00,74.00,77.00
82.00,93.00,49.00,67.70
97.00,65.00,62.00,73.10
47.00,76.00,57.00,57.80
68.00,45.00,47.00,52.90
41.00,98.00,87.00,75.40
98.00,56.00,93.00,87.10
98.00,60.00,47.00,64.90
77.00,60.00,41.00,55.60
79.00,80.00,67.00,73.20
45.00,67.00,98.00,75.90
45.00,51.00,73.00,60.20
55.00,70.00,40.00,50.50
82.00,64.00,91.00,82.90
62.00,97.00,70.00,73.00
73.00,73.00,76.00,74.50
53.00,74.00,67.00,64.20
83.00,98.00,64.00,76.50
61.00,76.00,89.00,78.00
80.00,63.00,82.00,77.60
61.00,58.00,79.00,69.40
40.00,48.00,90.00,66.60
58.00,71.00,41.00,52.10
83.00,65.00,97.00,86.40
66.00,69.00,79.00,73.10
93.00,63.00,98.00,89.50
65.00,47.00,63.00,60.40
62.00,58.00,70.00,65.20
67.00,57.00,79.00,71.00
95.00,81.00,58.00,73.70
57.00,46.00,43.00,47.80
65.00,54.00,70.00,65.30
73.00,45.00,41.00,51.40
40.00,72.00,81.00,66.90
42.00,87.00,74.00,67.00
51.00,46.00,46.00,47.50
91.00,90.00,80.00,85.30
67.00,59.00,69.00,66.40
84.00,60.00,45.00,59.70
61.00,58.00,57.00,58.40
73.00,68.00,72.00,71.50
66.00,86.00,40.00,57.00
43.00,40.00,94.00,67.90
97.00,83.00,42.00,66.70
52.00,66.00,87.00,72.30
62.00,85.00,68.00,69.60
70.00,64.00,93.00,80.30
63.00,76.00,41.00,54.60
65.00,44.00,94.00,75.30
55.00,84.00,66.00,66.30
85.00,52.00,97.00,84.40
56.00,98.00,69.00,70.90
44.00,84.00,69.00,64.50
50.00,52.00,69.00,59.90
58.00,95.00,62.00,67.40
49.00,83.00,69.00,65.80
44.00,96.00,78.00,71.40
76.00,61.00,94.00,82.00
62.00,41.00,69.00,61.30
66.00,57.00,48.00,55.20
48.00,93.00,64.00,65.00
87.00,62.00,92.00,84.50
79.00,77.00,98.00,88.10
51.00,98.00,60.00,64.90
91.00,56.00,82.00,79.50
67.00,64.00,55.00,60.40
95.00,94.00,51.00,72.80
49.00,66.00,69.00,62.40
83.00,52.00,41.00,55.80
43.00,70.00,50.00,51.90
98.00,74.00,50.00,69.20
56.00,76.00,58.00,61.00
79.00,76.00,51.00,64.40
83.00,70.00,40.00,58.90
76.00,83.00,96.00,87.40
85.00,48.00,67.00,68.60
60.00,83.00,65.00,67.10
75.00,57.00,42.00,54.90
63.00,87.00,69.00,70.80
85.00,45.00,81.00,75.00
72.00,46.00,61.00,61.30
43.00,63.00,62.00,56.50
46.00,79.00,58.00,58.60
46.00,49.00,72.00,59.60
78.00,82.00,97.00,88.30
61.00,62.00,84.00,72.70
76.00,97.00,94.00,89.20
47.00,86.00,73.00,67.80
88.00,48.00,58.00,65.00
42.00,57.00,52.00,50.00
91.00,63.00,71.00,75.40
86.00,73.00,72.00,76.40
71.00,77.00,62.00,67.70
85.00,57.00,49.00,61.40
92.00,79.00,89.00,87.90
40.00,84.00,40.00,48.80
88.00,72.00,40.00,60.80
67.00,78.00,75.00,73.20
58.00,43.00,48.00,50.00
42.00,71.00,83.00,68.30
82.00,55.00,64.00,67.60
44.00,58.00,48.00,48.80
96.00,52.00,50.00,64.20
80.00,77.00,61.00,69.90
93.00,46.00,42.00,58.10
75.00,72.00,97.00,85.40
98.00,64.00,89.00,86.70
90.00,71.00,55.00,68.70
97.00,49.00,64.00,70.90
80.00,41.00,98.00,81.20
91.00,48.00,95.00,84.40
47.00,48.00,44.00,45.70
62.00,98.00,73.00,74.70
78.00,91.00,66.00,74.60
93.00,88.00,89.00,90.00
66.00,64.00,68.00,66.60
78.00,86.00,83.00,82.10
68.00,91.00,70.00,73.60
79.00,79.00,95.00,87.00
97.00,85.00,55.00,73.60
77.00,58.00,97.00,83.20
91.00,49.00,89.00,81.60
80.00,48.00,94.00,80.60
57.00,70.00,59.00,60.60
59.00,60.00,48.00,53.70
67.00,71.00,78.00,73.30
92.00,62.00,79.00,79.50
58.00,68.00,54.00,58.00
50.00,50.00,80.00,65.00
55.00,41.00,81.00,65.20
94.00,89.00,88.00,90.00
50.00,74.00,72.00,65.80
53.00,97.00,79.00,74.80
60.00,52.00,48.00,52.40
65.00,42.00,63.00,59.40
45.00,57.00,92.00,70.90
53.00,69.00,55.00,57.20
54.00,45.00,62.00,56.20
71.00,95.00,53.00,66.80
65.00,78.00,96.00,83.10
69.00,67.00,65.00,66.60
81.00,46.00,80.00,73.50
64.00,44.00,74.00,65.00
67.00,89.00,68.00,71.90
60.00,42.00,43.00,47.90
59.00,50.00,47.00,51.20
42.00,40.00,53.00,47.10
59.00,56.00,50.00,53.90
43.00,44.00,75.00,59.20
83.00,77.00,83.00,81.80
89.00,75.00,53.00,68.20
43.00,92.00,67.00,64.80
85.00,42.00,40.00,53.90
46.00,73.00,61.00,58.90
93.00,95.00,70.00,81.90
54.00,98.00,68.00,69.80
88.00,47.00,41.00,56.30
71.00,50.00,68.00,65.30
73.00,93.00,41.00,61.00
77.00,42.00,74.00,68.50
80.00,74.00,46.00,61.80
69.00,66.00,94.00,80.90
49.00,58.00,54.00,53.30
57.00,87.00,98.00,83.50
92.00,95.00,94.00,93.60
78.00,52.00,72.00,69.80
41.00,59.00,42.00,45.10
67.00,41.00,56.00,56.30
66.00,77.00,91.00,80.70
68.00,76.00,57.00,64.10
90.00,78.00,63.00,74.10
49.00,42.00,48.00,47.10
52.00,62.00,69.00,62.50
63.00,89.00,88.00,80.70
77.00,75.00,70.00,73.10
48.00,66.00,83.00,69.10
81.00,86.00,49.00,66.00
64.00,53.00,95.00,77.30
59.00,95.00,48.00,60.70
51.00,44.00,41.00,44.60
51.00,91.00,70.00,68.50
57.00,81.00,93.00,79.80
73.00,82.00,43.00,59.80
43.00,74.00,80.00,67.70
57.00,47.00,51.00,52.00
48.00,84.00,67.00,64.70
58.00,60.00,54.00,56.40
53.00,62.00,88.00,72.30
79.00,82.00,64.00,72.10
73.00,83.00,67.00,72.00
50.00,47.00,41.00,44.90
93.00,59.00,80.00,79.70
64.00,40.00,43.00,48.70
47.00,46.00,73.00,59.80
83.00,72.00,57.00,67.80
63.00,75.00,90.00,78.90
71.00,81.00,48.00,61.50
41.00,95.00,61.00,61.80
71.00,83.00,98.00,86.90
91.00,41.00,84.00,77.50
79.00,69.00,67.00,71.00
69.00,43.00,50.00,54.30
74.00,80.00,42.00,59.20
52.00,49.00,71.00,60.90
52.00,94.00,62.00,65.40
70.00,80.00,47.00,60.50
71.00,48.00,91.00,76.40
89.00,73.00,52.00,67.30
45.00,78.00,50.00,54.10
50.00,88.00,90.00,77.60
86.00,42.00,85.00,76.70
79.00,63.00,74.00,73.30
61.00,75.00,62.00,64.30
47.00,58.00,64.00,57.70
77.00,71.00,63.00,68.80
75.00,51.00,48.00,56.70
55.00,46.00,55.00,53.20
94.00,76.00,82.00,84.40
65.00,97.00,68.00,72.90
52.00,78.00,40.00,51.20
47.00,95.00,60.00,63.10
55.00,42.00,65.00,57.40
90.00,79.00,41.00,63.30
94.00,50.00,90.00,83.20
54.00,83.00,82.00,73.80
92.00,63.00,56.00,68.20
44.00,92.00,61.00,62.10
60.00,56.00,62.00,60.20
74.00,45.00,56.00,59.20
86.00,84.00,68.00,76.60
92.00,86.00,94.00,91.80
56.00,60.00,93.00,75.30
40.00,72.00,61.00,56.90
44.00,65.00,82.00,67.20
48.00,44.00,57.00,51.70
70.00,61.00,91.00,78.70
48.00,52.00,67.00,58.30
77.00,81.00,44.00,61.30
49.00,43.00,89.00,67.80
91.00,59.00,45.00,61.60
65.00,55.00,47.00,54.00
44.00,98.00,55.00,60.30
83.00,46.00,61.00,64.60
86.00,58.00,48.00,61.40
94.00,44.00,79.00,76.50
65.00,96.00,59.00,68.20
96.00,72.00,56.00,71.20
66.00,48.00,45.00,51.90
45.00,43.00,48.00,46.10
66.00,61.00,55.00,59.50
93.00,97.00,40.00,67.30
44.00,47.00,93.00,69.10
79.00,98.00,78.00,82.30
82.00,54.00,86.00,78.40
90.00,63.00,48.00,63.60
83.00,80.00,67.00,74.40
72.00,69.00,73.00,71.90
84.00,98.00,58.00,73.80
44.00,48.00,65.00,55.30
70.00,82.00,59.00,66.90
60.00,67.00,70.00,66.40
64.00,98.00,78.00,77.80
95.00,94.00,44.00,69.30
55.00,56.00,57.00,56.20
44.00,65.00,52.00,52.20
55.00,51.00,44.00,48.70
91.00,59.00,98.00,88.10
77.00,59.00,77.00,73.40
93.00,97.00,73.00,83.80
